Date,Close,High,Low,Open,Volume
,PFE,PFE,PFE,PFE,PFE
2021-03-08,26.759925842285156,27.16502553095599,26.74434771392061,26.86120150740061,24352300
2021-03-09,26.837833404541016,27.149446516214418,26.83004136796923,26.907946874730996,25167100
2021-03-10,27.21176528930664,27.37536236195804,26.892360207172224,26.985843824145796,33501800
2021-03-11,27.040376663208008,27.359781751030113,27.001425403091293,27.3208304909134,24557900
2021-03-12,27.219560623168945,27.250722826602647,26.88457436573486,26.92352860592263,16342400
2021-03-15,27.585708618164062,27.601289719617778,27.235141264933574,27.274092532672242,21896100
2021-03-16,27.91290855407715,27.936278722663683,27.50780879175854,27.63245464387261,25022400
2021-03-17,27.88174057006836,28.01417546033581,27.359784129400904,27.912902769586903,42540100
2021-03-18,27.86616325378418,28.021971300740535,27.671403938036562,27.679193003078286,24729800
2021-03-19,27.679189682006836,27.90511117439693,27.63244935378196,27.850578810273937,48348900
2021-03-22,28.045339584350586,28.053128648869258,27.546756245004268,27.640239878183923,25427500
2021-03-23,27.5467529296875,27.990803848587184,27.51559073178102,27.905109290239743,27970500
2021-03-24,27.74151611328125,27.990807788037092,27.554545871318776,27.640240441726945,22883400
2021-03-25,27.78825569152832,27.88174229587052,27.461061491703916,27.772677562595717,24875300
2021-03-26,28.240093231201172,28.27125542661705,27.764880152375856,27.796042347791733,27944500
2021-03-29,28.528339385986328,28.621825982971504,27.96743466302959,28.068707352077233,27004800
2021-03-30,28.13103675842285,28.536136502108626,28.060923284096635,28.504974297565553,26303300
2021-03-31,28.224517822265625,28.38032585895827,28.076501821892727,28.16219639066324,26582700
2021-04-01,28.279052734375,28.395909515359048,28.060923246448926,28.279052734375,21319900
2021-04-05,28.26346778869629,28.489389282921277,28.123240859300846,28.388113617959906,22096900
2021-04-06,28.084293365478516,28.3569581967071,28.045342095814828,28.247890481140836,20722900
2021-04-07,27.9752254486084,28.232309148453464,27.858368681080453,28.06870907955613,21933800
2021-04-08,28.014177322387695,28.162196294043888,27.944063854706105,28.014177322387695,18129400
2021-04-09,28.512758255004883,28.676358313652862,27.96743463214782,27.96743463214782,31686700
2021-04-12,28.80101203918457,28.84775237865777,28.302428606192603,28.419282426667277,29944900
2021-04-13,28.949024200439453,29.330753761969017,28.73868378553026,29.14378351367486,33967400
2021-04-14,28.956809997558594,29.120410060775182,28.79321290613295,28.956809997558594,23842900
2021-04-15,29.29180145263672,29.40086917154234,29.02692865030601,29.02692865030601,24945800
2021-04-16,30.047470092773438,30.148745779502192,29.45540301946487,29.502143358115354,52829500
2021-04-19,30.327917098999023,30.351287262997346,29.86049598828685,30.070833407853666,30905100
2021-04-20,30.40582847595215,30.569428586926282,30.187698957042382,30.187698957042382,26459400
2021-04-21,30.79534339904785,30.90440814513984,30.483730263326652,30.491519328708318,29365000
2021-04-22,30.10199737548828,30.771969852834033,30.0085137422141,30.756388751989814,33373600
2021-04-23,30.117572784423828,30.250010630674737,29.93839461626482,30.094202623469776,24375000
2021-04-26,30.13315773010254,30.179901029769965,29.985141738842103,30.172108993929925,19773400
2021-04-27,29.9539852142334,30.078631065171365,29.876079700027486,30.00072555096545,19061500
2021-04-28,30.23443603515625,30.335708735597752,30.008514524710687,30.024095625961195,21963300
2021-04-29,30.070829391479492,30.382445404860952,29.844910902158013,30.374656341832164,23569400
2021-04-30,30.109786987304688,30.304546274488313,29.985141162378802,29.992930226278162,28413200
2021-05-03,31.029048919677734,31.03683798303968,30.35128450735225,30.413608901410505,46638600
2021-05-04,31.122535705566406,31.293921863083106,30.71743601834252,31.161486969920613,52802200
2021-05-05,31.138111114501953,32.010631758086205,30.32791188813564,31.301708177963295,76627500
2021-05-06,30.831295013427734,30.862764267590713,29.863637955965523,30.272729256864494,54944900
2021-05-07,31.138118743896484,31.366263355904756,30.721158588694717,30.721158588694717,33807800
2021-05-10,31.358396530151367,31.68881471685617,31.295458017784675,31.334796088550583,30831900
2021-05-11,30.957176208496094,31.52361091050244,30.862771425186356,31.216793113940323,30568600
2021-05-12,31.22466278076172,31.40560655487478,30.925713763222397,31.02798437397696,26208600
2021-05-13,31.547204971313477,31.688813618155297,31.07517814922297,31.07517814922297,25415000
2021-05-14,31.48427963256836,31.720293119853043,31.405606469423923,31.65735759041181,18041100
2021-05-17,31.555078506469727,31.783226138410964,31.47640535696906,31.52360924666946,18095000
2021-05-18,31.50787353515625,31.74388697340871,31.334798614343747,31.610147125459335,15805500
2021-05-19,31.334796905517578,31.3898666047375,31.020110337626434,31.3898666047375,20209500
2021-05-20,31.562944412231445,31.665218006341412,31.248260816539418,31.256126630975352,18621100
2021-05-21,31.429197311401367,31.940559161878184,31.39772805876716,31.63374145137747,21144800
2021-05-24,31.319067001342773,31.57868090810195,31.29546355449268,31.531480016549725,16922300
2021-05-25,30.941442489624023,31.35839967207289,30.870638156654053,31.326930412736512,25916300
2021-05-26,30.618885040283203,30.91783698188656,30.508745641027637,30.909971168114108,28036500
2021-05-27,30.406475067138672,30.823432221914306,30.367136995042173,30.658223122973794,38471200
2021-05-28,30.46941375732422,30.697561394547126,30.43007868220017,30.485148387588612,16154100
2021-06-01,30.28846549987793,30.681822194681537,30.272730871956973,30.634618310918675,23642400
2021-06-02,30.5166072845459,30.626746657918982,30.319928974644583,30.39859909817597,19629000
2021-06-03,30.65822410583496,30.713293807247258,30.390741412800814,30.493012000524423,17376300
2021-06-04,30.799835205078125,31.07518373393662,30.697561608184735,30.72116205320864,19375300
2021-06-07,30.673959732055664,31.15385243123748,30.658225102415873,30.744764064897858,24110700
2021-06-08,30.563812255859375,30.76835940618073,30.272729158480946,30.736890152120022,18880300
2021-06-09,31.319067001342773,31.342667447118885,30.666093324846514,30.681827955721914,29824000
2021-06-10,32.003501892089844,32.03497114887846,31.381997575345398,31.389866390079305,42613700
2021-06-11,31.5865535736084,31.995642021929545,31.42921024675254,31.987776206070208,21386900
2021-06-14,31.177452087402344,31.52360489419041,30.98077374241684,31.49213563873512,23408300
2021-06-15,31.145994186401367,31.342672603087134,30.988650852837857,31.240398986109682,20206900
2021-06-16,30.917844772338867,31.342670848860795,30.902110139755724,31.169592891520534,19177500
